ID,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
138,High,M,S,1,76529.8,N,58,18461.85,20,9230.925,923.0925,5.0,1,9,0.0,923.0925
139,Low,F,M,2,34577.7,N,63,29182.92,116,14591.46,1459.146,29.0,3,8,1459.146,0.0
140,High,F,M,0,80000.0,N,48,27562.76,45,13781.38,1378.138,11.25,5,5,0.0,1378.138
141,Low,F,S,2,19008.4,Y,52,10541.05,137,5270.525,527.0525,34.25,5,6,527.0525,0.0
142,Medium,F,M,0,98056.3,N,56,23702.37,126,11851.185,1185.1185,31.5,4,10,1185.1185,0.0
143,High,M,M,0,73400.0,Y,64,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
144,High,M,M,0,78894.2,N,28,2000.2,43,500.05,50.005,6.45,1,17,0.0,100.01
145,High,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,1,5,0.0,1020.602
146,High,M,M,0,62797.9,N,54,8320.83,55,2080.2075,208.02075,8.25,3,17,0.0,416.0415
147,Low,M,S,1,71329.9,Y,42,14271.43,45,7135.715,713.5715,11.25,4,8,713.5715,0.0
148,High,F,S,0,20913.6,N,53,22992.3,65,11496.15,1149.615,16.25,3,9,0.0,1149.615
149,High,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,5,9,0.0,617.0615
150,High,M,M,2,67339.8,N,17,27832.78,48,13916.39,1391.639,12.0,2,7,0.0,1391.639
151,High,M,M,1,75799.9,N,46,22242.22,64,11121.11,1112.111,16.0,1,6,0.0,1112.111
152,High,F,S,2,15688.5,N,53,14391.44,8,7195.72,719.572,2.0,3,7,0.0,719.572
153,Low,F,S,0,43382.3,N,16,29672.97,99,14836.485,1483.6485,24.75,2,5,1483.6485,0.0
154,High,F,S,0,5185.31,N,62,16391.64,30,8195.82,819.582,7.5,5,7,0.0,819.582
155,Medium,F,S,0,41000.0,N,16,26012.6,108,13006.3,1300.63,27.0,5,5,0.0,1300.63
156,High,F,S,0,32098.0,N,22,22962.3,75,11481.15,1148.115,18.75,3,7,0.0,1148.115
157,High,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,3,16,0.0,437.0435
158,Low,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,2,9,1097.1095,0.0
159,Low,F,S,2,11251.1,Y,61,28422.84,113,14211.42,1421.142,28.25,3,8,1421.142,0.0
160,Medium,M,M,0,70908.7,N,50,7700.77,43,1925.1925,192.51925,6.45,1,13,0.0,192.51925
161,Low,M,S,0,94928.3,N,40,14421.44,73,7210.72,721.072,18.25,1,9,721.072,0.0
162,High,F,M,2,50622.3,N,40,20452.05,90,10226.025,1022.6025,22.5,1,10,0.0,1022.6025
163,High,M,M,0,78000.0,Y,52,16201.62,18,8100.81,810.081,4.5,2,8,0.0,810.081
164,High,M,M,0,100020.0,Y,52,29552.96,62,14776.48,1477.648,15.5,4,10,0.0,1477.648
165,High,F,M,1,56722.8,N,61,17371.74,51,8685.87,868.587,12.75,3,7,0.0,868.587
166,High,M,M,1,80000.0,N,53,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
167,Low,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,2,10,948.595,0.0
168,Medium,F,M,0,73400.0,Y,56,170.02,10,42.505,4.2505,1.5,1,13,0.0,4.2505
169,Low,M,M,0,120000.0,Y,53,15271.53,25,7635.765,763.5765,6.25,2,6,763.5765,0.0
170,Low,F,M,2,8032.16,N,46,29682.97,59,14841.485,1484.1485,14.75,5,8,1484.1485,0.0
171,Low,F,S,1,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,2,5,947.0945,0.0
172,Low,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,3,10,1320.132,0.0
173,Medium,F,S,0,83287.0,N,77,410.04,208,102.51,10.251,31.2,3,14,0.0,10.251
174,Low,F,S,0,92564.1,Y,49,23172.32,51,11586.16,1158.616,12.75,5,8,1158.616,0.0
175,High,M,S,0,86448.2,Y,38,4910.49,82,1227.6225,122.76225,12.3,1,16,0.0,245.5245
176,High,F,M,2,48322.5,Y,49,6690.67,43,1672.6675,167.26675,6.45,1,20,0.0,334.5335
177,High,F,M,2,81913.8,Y,50,6700.67,46,1675.1675,167.51675,6.9,5,18,0.0,335.0335
178,High,F,S,0,919.93,N,38,27282.73,93,13641.365,1364.1365,23.25,4,8,0.0,1364.1365
179,High,F,M,2,69486.8,N,31,7720.77,9,1930.1925,193.01925,1.35,3,17,0.0,386.0385
180,High,F,M,2,24482.8,N,34,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
181,Low,F,M,0,14573.6,N,65,26612.66,236,13306.33,1330.633,59.0,5,10,1330.633,0.0
182,High,F,M,2,92103.8,N,52,7420.74,7,1855.185,185.5185,1.05,5,15,0.0,371.037
183,High,F,S,2,8392.14,Y,37,25032.5,54,12516.25,1251.625,13.5,1,9,0.0,1251.625
184,High,F,S,0,17138.2,N,64,20012.0,84,10006.0,1000.6,21.0,3,9,0.0,1000.6
185,High,F,M,2,47010.1,N,57,2540.25,164,635.0625,63.50625,24.6,2,15,0.0,127.0125
186,High,F,S,1,67239.4,N,44,12891.29,53,6445.645,644.5645,13.25,5,6,0.0,644.5645
187,High,M,M,1,69406.7,Y,30,6900.69,128,1725.1725,172.51725,19.2,3,15,0.0,345.0345
188,High,F,M,2,83259.3,N,51,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
189,High,M,S,2,60095.2,Y,23,1710.17,116,427.5425,42.75425,17.4,1,18,0.0,85.5085
190,Medium,F,M,2,2185.6,N,53,7120.71,20,1780.1775,178.01775,3.0,5,14,0.0,178.01775
191,Low,M,M,1,76511.3,N,62,21682.17,17,10841.085,1084.1085,4.25,5,5,1084.1085,0.0
192,Low,F,M,1,6946.07,N,23,25772.58,8,12886.29,1288.629,2.0,4,5,1288.629,0.0
193,Medium,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,3,12,0.0,17.25175
194,High,F,M,2,36660.9,Y,40,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
195,Low,F,M,2,68462.8,N,34,24392.44,60,12196.22,1219.622,15.0,3,5,1219.622,0.0
196,Medium,F,M,2,72841.3,N,47,10361.04,72,5180.52,518.052,18.0,1,5,518.052,0.0
197,Medium,F,M,2,63670.8,Y,46,27392.74,51,13696.37,1369.637,12.75,5,5,0.0,1369.637
198,Low,M,S,0,83287.0,N,45,29732.97,35,14866.485,1486.6485,8.75,4,8,1486.6485,0.0
199,High,F,S,1,66000.0,Y,45,20442.04,100,10221.02,1022.102,25.0,3,9,0.0,1022.102
200,Medium,M,M,0,12387.6,N,56,7000.7,65,1750.175,175.0175,9.75,3,14,0.0,175.0175
201,High,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,3,7,0.0,962.096
202,High,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,4,10,0.0,850.585
203,High,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,3,10,0.0,543.5545
204,Low,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,1,5,1093.6095,0.0
205,High,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,5,18,0.0,432.5435
206,Low,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,3,10,1043.1045,0.0
207,High,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,5,9,0.0,766.0765
208,High,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,3,10,0.0,874.5875
209,High,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,3,15,0.0,429.043
210,Low,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,2,9,557.0555,0.0
211,High,F,M,2,30998.8,N,41,2400.24,50,600.06,60.006,7.5,3,15,0.0,120.012
212,High,M,S,0,15924.2,N,14,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
213,High,M,M,2,21416.5,N,36,9900.99,8,2475.2475,247.52475,1.2,3,19,0.0,495.0495
214,High,M,M,2,78554.2,N,17,5590.56,23,1397.64,139.764,3.45,4,19,0.0,279.528
215,High,M,S,1,3960.5,N,15,29782.98,66,14891.49,1489.149,16.5,5,5,0.0,1489.149
216,Low,M,M,0,60101.1,Y,64,27702.77,124,13851.385,1385.1385,31.0,4,9,1385.1385,0.0
217,High,F,M,2,38215.9,N,31,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
218,High,F,M,1,13829.4,N,22,28002.8,160,14001.4,1400.14,40.0,5,10,0.0,1400.14
219,Medium,F,M,2,49745.3,N,48,2840.28,24,710.07,71.007,3.6,1,12,0.0,71.007
220,Low,F,M,2,88427.0,N,14,22462.25,43,11231.125,1123.1125,10.75,5,7,1123.1125,0.0
221,Medium,F,M,2,98003.7,Y,26,1030.1,83,257.525,25.7525,12.45,5,11,0.0,25.7525
222,High,M,S,0,89142.7,N,33,3760.38,5,940.095,94.0095,0.75,5,17,0.0,188.019
223,Low,F,S,0,74530.8,N,63,20892.09,106,10446.045,1044.6045,26.5,1,8,1044.6045,0.0
224,Low,F,S,0,35000.0,N,23,30003.0,262,15001.5,1500.15,65.5,3,8,1500.15,0.0
225,High,F,M,2,76289.2,N,48,22202.22,82,11101.11,1110.111,20.5,4,10,0.0,1110.111
226,Medium,M,M,1,66931.9,N,64,11721.17,5,5860.585,586.0585,1.25,2,10,0.0,586.0585
227,Low,F,D,1,9309.57,Y,24,40004.0,99,20002.0,2000.2,24.75,1,10,2000.2,0.0
228,High,F,M,1,14085.5,N,23,26002.6,26,13001.3,1300.13,6.5,3,8,0.0,1300.13
229,High,F,S,0,32962.6,N,19,27002.7,154,13501.35,1350.135,38.5,5,9,0.0,1350.135
230,High,F,S,0,40000.0,N,20,26002.6,61,13001.3,1300.13,15.25,5,9,0.0,1300.13
231,Low,F,S,2,33330.0,N,21,33003.3,35,16501.65,1650.165,8.75,1,9,1650.165,0.0
232,High,F,S,1,32098.0,N,22,33003.3,9,16501.65,1650.165,2.25,5,5,0.0,1650.165
233,High,F,S,2,30090.0,N,24,37003.7,38,18501.85,1850.185,9.5,1,9,0.0,1850.185
234,High,F,S,1,40120.0,N,24,28452.85,106,14226.425,1422.6425,26.5,5,7,0.0,1422.6425
235,Low,F,M,2,90271.6,N,45,13961.4,96,6980.7,698.07,24.0,4,7,698.07,0.0
236,High,F,M,2,64816.6,Y,31,21002.1,6,10501.05,1050.105,1.5,5,10,0.0,1050.105
237,Low,F,M,2,98217.1,N,45,29492.95,13,14746.475,1474.6475,3.25,1,10,1474.6475,0.0
238,Low,F,S,1,2929.13,N,54,14001.4,88,7000.7,700.07,22.0,2,9,700.07,0.0
239,High,F,M,2,41876.6,Y,44,6780.68,132,1695.17,169.517,19.8,1,16,0.0,339.034
240,Low,M,M,0,96223.4,Y,65,11811.18,5,5905.59,590.559,1.25,5,9,590.559,0.0
241,Medium,F,S,0,15989.3,N,62,3670.37,25,917.5925,91.75925,3.75,5,14,0.0,91.75925
242,High,M,M,0,69168.4,Y,62,14161.42,214,7080.71,708.071,53.5,3,8,0.0,708.071
243,Medium,M,M,1,92148.5,Y,33,3000.3,100,750.075,75.0075,15.0,3,15,0.0,75.0075
244,High,M,M,0,96681.0,Y,20,7000.7,40,1750.175,175.0175,6.0,4,18,0.0,350.035
245,Medium,M,S,0,62705.9,Y,32,8000.8,6,2000.2,200.02,0.9,2,13,0.0,200.02
246,High,M,S,0,80221.2,N,29,9000.9,49,2250.225,225.0225,7.35,3,15,0.0,450.045
247,Medium,M,S,0,84479.2,N,30,7000.7,43,1750.175,175.0175,6.45,2,12,0.0,175.0175
248,Low,F,M,2,64977.4,N,38,28112.81,17,14056.405,1405.6405,4.25,5,6,1405.6405,0.0
249,High,F,M,0,77994.0,N,51,12401.24,89,6200.62,620.062,22.25,3,8,0.0,620.062
250,Medium,M,M,2,90103.7,N,35,12231.22,45,6115.61,611.561,11.25,5,10,0.0,611.561
251,Low,F,M,0,59008.4,Y,30,12861.29,18,6430.645,643.0645,4.5,3,5,643.0645,0.0
252,High,M,M,2,5265.35,N,53,2330.23,23,582.5575,58.25575,3.45,1,17,0.0,116.5115
253,High,M,S,1,84978.1,N,22,5030.5,76,1257.625,125.7625,11.4,5,15,0.0,251.525
254,Low,F,M,2,36647.9,N,50,21412.14,85,10706.07,1070.607,21.25,5,9,1070.607,0.0
255,Medium,F,S,0,64319.2,N,41,3010.3,37,752.575,75.2575,5.55,1,13,0.0,75.2575
256,Low,F,S,1,73338.0,N,48,20922.09,9,10461.045,1046.1045,2.25,3,10,1046.1045,0.0
257,High,F,S,0,433.74,N,61,3300.33,40,825.0825,82.50825,6.0,3,17,0.0,165.0165
258,Low,F,M,2,16962.2,N,45,18601.86,8,9300.93,930.093,2.0,2,5,930.093,0.0
259,High,M,M,2,10708.3,N,26,20832.08,117,10416.04,1041.604,29.25,1,10,0.0,1041.604
260,Low,F,M,0,2031.61,N,20,21642.16,87,10821.08,1082.108,21.75,4,8,1082.108,0.0
261,High,F,S,2,16938.5,N,55,13351.34,8,6675.67,667.567,2.0,1,7,0.0,667.567
262,High,F,M,0,55221.0,N,42,490.05,15,122.5125,12.25125,2.25,4,18,0.0,24.5025
263,High,F,M,1,8073.11,N,43,28702.87,60,14351.435,1435.1435,15.0,3,6,0.0,1435.1435
264,Low,M,M,1,95448.6,Y,54,24242.42,5,12121.21,1212.121,1.25,5,9,1212.121,0.0
265,High,M,S,1,24141.5,Y,17,28822.88,97,14411.44,1441.144,24.25,3,8,0.0,1441.144
266,High,M,S,2,63152.6,Y,63,29932.99,40,14966.495,1496.6495,10.0,1,6,0.0,1496.6495
267,Low,M,S,2,72084.7,N,56,29112.91,9,14556.455,1455.6455,2.25,4,8,1455.6455,0.0
268,Low,F,S,0,42760.5,N,46,13471.35,40,6735.675,673.5675,10.0,3,5,673.5675,0.0
269,High,F,S,1,49072.0,N,47,23502.35,10,11751.175,1175.1175,2.5,2,5,0.0,1175.1175
270,High,F,M,0,27371.8,Y,48,16141.61,126,8070.805,807.0805,31.5,1,8,0.0,807.0805
271,High,M,M,1,71472.9,N,42,16021.6,114,8010.8,801.08,28.5,1,8,0.0,801.08
272,High,F,M,0,95405.7,N,42,7740.77,6,1935.1925,193.51925,0.9,2,15,0.0,387.0385
273,Low,F,S,0,95786.8,Y,43,21332.13,87,10666.065,1066.6065,21.75,2,10,1066.6065,0.0
274,High,M,S,0,90321.6,N,30,870.09,11,217.5225,21.75225,1.65,4,17,0.0,43.5045
275,High,M,S,0,90478.6,N,55,18021.8,136,9010.9,901.09,34.0,2,10,0.0,901.09
276,Medium,F,M,2,56187.0,N,42,8090.81,13,2022.7025,202.27025,1.95,2,12,0.0,202.27025
277,Medium,F,S,1,37000.0,N,24,23562.36,206,11781.18,1178.118,51.5,5,7,0.0,1178.118
278,Low,M,M,2,29616.0,N,49,29782.98,45,14891.49,1489.149,11.25,1,10,1489.149,0.0
279,High,M,M,0,19732.8,N,51,24812.48,22,12406.24,1240.624,5.5,5,8,0.0,1240.624
280,High,M,S,2,96.33,N,56,26132.61,32,13066.305,1306.6305,8.0,4,8,0.0,1306.6305
281,Medium,F,M,2,52004.8,N,25,5030.5,23,1257.625,125.7625,3.45,1,11,0.0,125.7625
282,Low,M,M,2,53010.8,N,19,12451.25,46,6225.625,622.5625,11.5,2,8,622.5625,0.0
283,Low,M,M,0,75004.5,N,65,26522.65,32,13261.325,1326.1325,8.0,3,8,1326.1325,0.0
284,Low,M,M,0,19749.3,N,60,20222.02,13,10111.01,1011.101,3.25,4,5,1011.101,0.0
285,High,M,S,1,57626.9,Y,44,9380.94,38,2345.235,234.5235,5.7,4,18,0.0,469.047
286,Medium,M,M,2,20078.0,N,33,9650.97,6,2412.7425,241.27425,0.9,2,10,0.0,241.27425
287,Low,F,M,2,47902.0,N,26,17441.74,49,8720.87,872.087,12.25,4,7,872.087,0.0
288,Low,M,M,1,7545.96,Y,17,22392.24,178,11196.12,1119.612,44.5,3,8,1119.612,0.0
289,Medium,F,S,0,78851.3,N,48,370.04,28,92.51,9.251,4.2,1,14,0.0,9.251
290,Low,F,S,1,17540.7,Y,63,22172.22,13,11086.11,1108.611,3.25,2,10,1108.611,0.0
291,High,F,M,0,83891.9,Y,61,28922.89,45,14461.445,1446.1445,11.25,2,8,0.0,1446.1445
292,High,F,M,2,28220.8,N,39,26492.65,12,13246.325,1324.6325,3.0,1,9,0.0,1324.6325
293,High,F,S,0,28589.1,N,16,13191.32,87,6595.66,659.566,21.75,2,7,0.0,659.566
294,Low,F,M,2,5237.63,N,49,13321.33,56,6660.665,666.0665,14.0,4,5,666.0665,0.0
295,Low,M,S,2,89459.9,N,53,11541.15,22,5770.575,577.0575,5.5,3,10,577.0575,0.0
296,High,F,S,1,13576.5,N,39,14831.48,25,7415.74,741.574,6.25,1,5,0.0,741.574
297,Low,F,S,0,81710.9,N,59,20952.1,15,10476.05,1047.605,3.75,2,8,1047.605,0.0
298,Medium,F,M,2,67388.0,N,53,4790.48,91,1197.62,119.762,13.65,3,10,0.0,119.762
299,High,F,M,1,57063.0,Y,52,16791.68,81,8395.84,839.584,20.25,5,5,0.0,839.584
300,High,F,M,2,84166.1,N,54,3280.33,11,820.0825,82.00825,1.65,1,17,0.0,164.0165
301,Low,F,S,1,7737.94,N,43,11051.11,50,5525.555,552.5555,12.5,2,10,552.5555,0.0
302,Low,M,S,2,100020.0,N,48,21372.14,293,10686.07,1068.607,73.25,5,9,1068.607,0.0
303,High,F,M,2,45287.6,Y,29,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
304,High,F,M,2,59613.1,N,34,12371.24,163,6185.62,618.562,40.75,3,8,0.0,618.562
305,High,F,S,1,16326.7,N,51,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
306,Low,F,S,2,9559.78,N,51,18311.83,59,9155.915,915.5915,14.75,1,5,915.5915,0.0
307,Low,F,M,2,42031.8,N,51,20452.05,39,10226.025,1022.6025,9.75,1,6,1022.6025,0.0
308,High,F,M,2,83284.1,Y,28,26912.69,9,13456.345,1345.6345,2.25,2,7,0.0,1345.6345
309,Medium,M,M,1,39229.1,N,26,28822.88,13,14411.44,1441.144,3.25,4,8,0.0,1441.144
310,Low,F,D,1,68427.4,N,42,23762.38,50,11881.19,1188.119,12.5,3,6,1188.119,0.0
311,Medium,M,S,0,3601.71,N,49,9570.96,111,2392.74,239.274,16.65,3,12,0.0,239.274
312,Medium,F,S,0,98716.3,N,56,20972.1,13,10486.05,1048.605,3.25,4,9,1048.605,0.0
313,High,F,S,2,66182.7,Y,62,11701.17,47,5850.585,585.0585,11.75,3,7,0.0,585.0585
314,Low,F,S,2,84789.3,N,50,14221.42,10,7110.71,711.071,2.5,1,9,711.071,0.0
315,Low,F,M,2,35976.5,Y,49,18851.89,31,9425.945,942.5945,7.75,4,6,942.5945,0.0
316,Low,F,M,0,32703.1,Y,65,16801.68,56,8400.84,840.084,14.0,3,5,840.084,0.0
317,High,F,M,2,8204.72,N,53,15591.56,24,7795.78,779.578,6.0,3,9,0.0,779.578
318,Medium,M,M,1,97180.4,N,51,8210.82,45,2052.705,205.2705,6.75,3,13,0.0,205.2705
319,Low,F,S,2,38280.0,N,34,11641.16,74,5820.58,582.058,18.5,1,6,582.058,0.0
320,Low,M,S,0,64136.6,Y,61,16211.62,125,8105.81,810.581,31.25,5,5,810.581,0.0
321,High,F,M,2,45429.7,Y,62,24702.47,73,12351.235,1235.1235,18.25,2,9,0.0,1235.1235
322,Medium,F,S,0,25285.5,N,54,9370.94,11,2342.735,234.2735,1.65,2,10,0.0,234.2735
323,High,F,M,2,77551.1,Y,34,20532.05,41,10266.025,1026.6025,10.25,2,10,0.0,1026.6025
324,High,F,M,0,38538.4,N,12,22862.29,16,11431.145,1143.1145,4.0,4,5,0.0,1143.1145
325,Medium,F,S,0,69350.5,Y,57,1900.19,25,475.0475,47.50475,3.75,3,13,0.0,47.50475
326,Low,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,1,5,1472.147,0.0
327,High,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,5,8,0.0,1119.112
328,High,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,3,9,0.0,802.08
329,Medium,M,S,2,21021.6,Y,63,3750.38,11,937.595,93.7595,1.65,1,14,0.0,93.7595
330,High,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,4,8,0.0,1276.6275
331,Low,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,1,9,1398.64,0.0
332,Low,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,4,6,1139.614,0.0
333,High,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,5,8,0.0,1493.1495
334,Medium,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,1,5,0.0,1386.1385
335,High,M,M,2,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,2,20,0.0,152.015
336,High,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,4,8,0.0,1107.611
337,Low,M,M,2,42750.3,Y,50,20592.06,112,10296.03,1029.603,28.0,2,7,1029.603,0.0
338,High,F,S,2,2842.55,N,46,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
339,High,M,M,2,22358.1,N,53,15541.55,12,7770.775,777.0775,3.0,4,5,0.0,777.0775
340,High,M,M,0,47870.8,Y,27,2000.2,12,500.05,50.005,1.8,4,17,0.0,100.01
341,Low,F,S,2,6440.46,Y,41,22662.27,27,11331.135,1133.1135,6.75,5,7,1133.1135,0.0
342,Low,F,S,0,7325.5,N,37,28522.85,161,14261.425,1426.1425,40.25,3,9,1426.1425,0.0
343,High,M,M,2,28766.9,N,47,6110.61,58,1527.6525,152.76525,8.7,1,19,0.0,305.5305
344,High,M,M,1,5252.29,N,16,2650.27,17,662.5675,66.25675,2.55,4,17,0.0,132.5135
345,High,M,M,2,91272.2,Y,25,26992.7,13,13496.35,1349.635,3.25,1,6,0.0,1349.635
346,Low,M,S,0,69000.0,Y,52,11631.16,115,5815.58,581.558,28.75,3,5,581.558,0.0
347,Low,M,M,2,1406.05,Y,19,11551.16,15,5775.58,577.558,3.75,3,6,577.558,0.0
348,High,F,S,0,73228.3,N,43,22472.25,28,11236.125,1123.6125,7.0,5,9,0.0,1123.6125
349,Medium,F,S,2,76231.9,N,64,2010.2,150,502.55,50.255,22.5,2,15,0.0,50.255
350,High,M,M,1,64792.3,N,52,13051.31,36,6525.655,652.5655,9.0,4,8,0.0,652.5655
351,Low,F,S,0,93322.1,Y,40,29922.99,8,14961.495,1496.1495,2.0,3,9,1496.1495,0.0
352,High,M,M,1,63437.3,N,64,680.07,10,170.0175,17.00175,1.5,1,18,0.0,34.0035
353,High,M,M,2,49910.7,Y,52,27422.74,23,13711.37,1371.137,5.75,1,6,0.0,1371.137
354,High,M,M,0,76161.4,Y,45,11961.2,25,5980.6,598.06,6.25,3,8,0.0,598.06
355,High,F,M,2,55860.0,Y,15,16011.6,10,8005.8,800.58,2.5,3,7,0.0,800.58
356,High,F,S,1,12686.0,N,65,23232.32,80,11616.16,1161.616,20.0,5,7,0.0,1161.616
357,Medium,M,M,2,57360.8,Y,53,10361.04,57,5180.52,518.052,14.25,3,10,0.0,518.052
358,Low,M,M,1,92414.7,Y,46,29432.94,10,14716.47,1471.647,2.5,3,7,1471.647,0.0
359,High,M,M,1,60102.7,N,42,9840.98,62,2460.245,246.0245,9.3,1,15,0.0,492.049
360,Low,F,M,2,17888.7,N,43,29412.94,332,14706.47,1470.647,83.0,3,5,1470.647,0.0
361,High,F,S,1,12526.3,N,54,11721.17,28,5860.585,586.0585,7.0,1,7,0.0,586.0585
362,Low,F,S,2,14578.8,Y,61,11911.19,95,5955.595,595.5595,23.75,4,6,595.5595,0.0
363,Low,M,M,0,78572.2,Y,42,21812.18,29,10906.09,1090.609,7.25,1,9,1090.609,0.0
364,High,M,M,1,3933.74,N,18,9750.98,47,2437.745,243.7745,7.05,5,15,0.0,487.549
365,High,F,M,2,48238.8,N,35,23282.33,168,11641.165,1164.1165,42.0,2,10,0.0,1164.1165
366,High,F,M,0,28770.9,N,12,27992.8,16,13996.4,1399.64,4.0,1,9,0.0,1399.64
367,High,F,M,2,87578.2,Y,53,290.03,22,72.5075,7.25075,3.3,4,17,0.0,14.5015
368,High,F,M,2,86695.4,N,14,25942.59,32,12971.295,1297.1295,8.0,5,10,0.0,1297.1295
369,High,F,S,2,76791.2,N,47,20712.07,23,10356.035,1035.6035,5.75,1,6,0.0,1035.6035
370,High,F,S,0,30763.8,Y,14,21322.13,35,10661.065,1066.1065,8.75,5,5,0.0,1066.1065
371,High,F,M,2,3193.6,N,54,4190.42,114,1047.605,104.7605,17.1,1,16,0.0,209.521
372,Low,F,M,0,83287.0,N,56,29642.96,90,14821.48,1482.148,22.5,2,6,1482.148,0.0
373,Low,M,S,1,2056.06,Y,19,24072.41,27,12036.205,1203.6205,6.75,3,10,1203.6205,0.0
374,High,F,M,2,7776.6,N,36,25872.59,68,12936.295,1293.6295,17.0,2,10,0.0,1293.6295
375,Low,M,M,1,2067.82,N,48,15251.53,70,7625.765,762.5765,17.5,3,8,762.5765,0.0
376,Medium,M,S,0,77000.0,N,63,4580.46,8,1145.115,114.5115,1.2,5,13,0.0,114.5115
377,High,F,M,2,69343.3,N,42,6360.64,15,1590.16,159.016,2.25,4,15,0.0,318.032
378,High,F,M,0,83287.0,N,44,570.06,23,142.515,14.2515,3.45,5,15,0.0,28.503
379,Medium,F,M,0,14932.5,N,46,4910.49,6,1227.6225,122.76225,0.9,4,12,0.0,122.76225
380,High,F,S,0,27498.1,N,53,2200.22,9,550.055,55.0055,1.35,4,18,0.0,110.011
381,High,F,M,2,21419.9,N,60,26392.64,103,13196.32,1319.632,25.75,4,7,0.0,1319.632
382,Medium,F,M,2,30665.2,Y,23,5830.58,63,1457.645,145.7645,9.45,1,14,0.0,145.7645
383,Medium,F,M,1,70000.0,Y,67,6080.61,30,1520.1525,152.01525,4.5,1,11,0.0,152.01525
384,Low,F,M,2,50561.3,N,46,16601.66,113,8300.83,830.083,28.25,2,5,830.083,0.0
385,Low,F,S,2,23464.0,Y,61,22432.24,41,11216.12,1121.612,10.25,3,5,1121.612,0.0
386,Low,F,M,2,194.57,N,47,28262.83,38,14131.415,1413.1415,9.5,5,8,1413.1415,0.0
387,Low,F,M,1,98680.4,Y,46,17581.76,8,8790.88,879.088,2.0,5,10,879.088,0.0
388,Low,M,M,0,65619.7,Y,53,13561.36,144,6780.68,678.068,36.0,1,10,678.068,0.0
389,Low,F,M,1,95620.3,Y,47,10911.09,93,5455.545,545.5545,23.25,3,6,545.5545,0.0
390,Low,F,S,0,85275.0,N,62,22482.25,151,11241.125,1124.1125,37.75,4,8,1124.1125,0.0
391,High,F,M,1,66921.4,Y,46,15701.57,8,7850.785,785.0785,2.0,5,9,0.0,785.0785
392,Medium,F,M,1,98453.6,Y,70,13721.37,11,6860.685,686.0685,2.75,1,6,0.0,686.0685
393,Low,F,M,2,94026.8,Y,28,25002.5,10,12501.25,1250.125,2.5,5,9,1250.125,0.0
394,High,F,S,2,57420.0,Y,55,25182.52,252,12591.26,1259.126,63.0,1,6,0.0,1259.126
